1.0,1.0,2.0,184.0,0.0
2.0,3.0,4.0,1123.0,0.0
3.0,5.0,6.0,226.0,0.0
4.0,7.0,8.0,1062.0,0.0
5.0,9.0,10.0,211.0,0.0
6.0,11.0,12.0,733.0,0.0
7.0,13.0,14.0,797.0,0.0
8.0,15.0,16.0,27.0,0.0
9.0,17.0,18.0,954.0,0.0
10.0,19.0,20.0,829.0,0.0
11.0,21.0,22.0,322.0,0.0
12.0,23.0,24.0,1754.0,0.0
13.0,25.0,26.0,644.0,0.0
14.0,27.0,28.0,25.0,0.0
15.0,29.0,30.0,513.0,0.0
16.0,31.0,32.0,864.0,0.0
17.0,33.0,34.0,269.0,0.0
18.0,35.0,36.0,739.0,0.0
19.0,37.0,38.0,537.0,0.0
20.0,39.0,40.0,711.0,0.0
21.0,41.0,42.0,858.0,0.0
22.0,43.0,44.0,2010.0,0.0
23.0,45.0,46.0,1701.0,0.0
24.0,47.0,48.0,543.0,0.0
25.0,49.0,50.0,492.0,0.0
26.0,51.0,52.0,715.0,107.25
27.0,53.0,54.0,898.0,134.7
28.0,55.0,56.0,798.0,119.7
29.0,57.0,58.0,1179.0,176.85
30.0,59.0,60.0,132.0,19.8
31.0,61.0,62.0,1025.0,153.75
32.0,63.0,64.0,575.0,86.25
33.0,65.0,66.0,1173.0,175.95
34.0,67.0,68.0,375.0,56.25
35.0,69.0,70.0,967.0,145.05
36.0,71.0,72.0,1478.0,221.7
37.0,73.0,74.0,855.0,128.25
38.0,75.0,76.0,1292.0,193.8
39.0,77.0,78.0,509.0,76.35
40.0,79.0,80.0,2830.0,424.5
41.0,81.0,82.0,225.0,33.75
42.0,83.0,84.0,335.0,50.25
43.0,85.0,86.0,1056.0,158.4
44.0,87.0,88.0,538.0,80.7
45.0,89.0,90.0,296.0,44.4
