0,1,
0,3,
0,5,
0,7,
0,9,
0,11,
0,13,
0,15,
0,17,
0,19,
0,21,
0,23,
0,25,
0,27,
0,29,
0,31,
0,33,
0,35,
0,37,
0,39,
0,41,
0,43,
0,45,
0,47,
0,49,
0,51,
0,53,
0,55,
0,57,
0,59,
4,1,
6,1,
8,1,
10,1,
12,1,
14,1,
16,1,
18,1,
20,1,
22,1,
24,1,
26,1,
28,1,
30,1,
32,1,
34,1,
36,1,
38,1,
40,1,
42,1,
44,1,
46,1,
48,1,
50,1,
52,1,
54,1,
56,1,
58,1,
60,1,
2,3,
6,3,
8,3,
10,3,
12,3,
14,3,
16,3,
18,3,
20,3,
22,3,
24,3,
26,3,
28,3,
30,3,
32,3,
34,3,
36,3,
38,3,
40,3,
42,3,
44,3,
46,3,
48,3,
50,3,
52,3,
54,3,
56,3,
58,3,
60,3,
2,5,
4,5,
8,5,
10,5,
12,5,
14,5,
16,5,
18,5,
20,5,
22,5,
24,5,
26,5,
28,5,
30,5,
32,5,
34,5,
36,5,
38,5,
40,5,
42,5,
44,5,
46,5,
48,5,
50,5,
52,5,
54,5,
56,5,
58,5,
60,5,
2,7,
4,7,
6,7,
10,7,
12,7,
14,7,
16,7,
18,7,
20,7,
22,7,
24,7,
26,7,
28,7,
30,7,
32,7,
34,7,
36,7,
38,7,
40,7,
42,7,
44,7,
46,7,
48,7,
50,7,
52,7,
54,7,
56,7,
58,7,
60,7,
2,9,
4,9,
6,9,
8,9,
12,9,
14,9,
16,9,
18,9,
20,9,
22,9,
24,9,
26,9,
28,9,
30,9,
32,9,
34,9,
36,9,
38,9,
40,9,
42,9,
44,9,
46,9,
48,9,
50,9,
52,9,
54,9,
56,9,
58,9,
60,9,
2,11,
4,11,
6,11,
8,11,
10,11,
14,11,
16,11,
18,11,
20,11,
22,11,
24,11,
26,11,
28,11,
30,11,
32,11,
34,11,
36,11,
38,11,
40,11,
42,11,
44,11,
46,11,
48,11,
50,11,
52,11,
54,11,
56,11,
58,11,
60,11,
2,13,
4,13,
6,13,
8,13,
10,13,
12,13,
16,13,
18,13,
20,13,
22,13,
24,13,
26,13,
28,13,
30,13,
32,13,
34,13,
36,13,
38,13,
40,13,
42,13,
44,13,
46,13,
48,13,
50,13,
52,13,
54,13,
56,13,
58,13,
60,13,
2,15,
4,15,
6,15,
8,15,
10,15,
12,15,
14,15,
18,15,
20,15,
22,15,
24,15,
26,15,
28,15,
30,15,
32,15,
34,15,
36,15,
38,15,
40,15,
42,15,
44,15,
46,15,
48,15,
50,15,
52,15,
54,15,
56,15,
58,15,
60,15,
2,17,
4,17,
6,17,
8,17,
10,17,
12,17,
14,17,
16,17,
20,17,
22,17,
24,17,
26,17,
28,17,
30,17,
32,17,
34,17,
36,17,
38,17,
40,17,
42,17,
44,17,
46,17,
48,17,
50,17,
52,17,
54,17,
56,17,
58,17,
60,17,
2,19,
4,19,
6,19,
8,19,
10,19,
12,19,
14,19,
16,19,
18,19,
22,19,
24,19,
26,19,
28,19,
30,19,
32,19,
34,19,
36,19,
38,19,
40,19,
42,19,
44,19,
46,19,
48,19,
50,19,
52,19,
54,19,
56,19,
58,19,
60,19,
2,21,
4,21,
6,21,
8,21,
10,21,
12,21,
14,21,
16,21,
18,21,
20,21,
24,21,
26,21,
28,21,
30,21,
32,21,
34,21,
36,21,
38,21,
40,21,
42,21,
44,21,
46,21,
48,21,
50,21,
52,21,
54,21,
56,21,
58,21,
60,21,
2,23,
4,23,
6,23,
8,23,
10,23,
12,23,
14,23,
16,23,
18,23,
20,23,
22,23,
26,23,
28,23,
30,23,
32,23,
34,23,
36,23,
38,23,
40,23,
42,23,
44,23,
46,23,
48,23,
50,23,
52,23,
54,23,
56,23,
58,23,
60,23,
2,25,
4,25,
6,25,
8,25,
10,25,
12,25,
14,25,
16,25,
18,25,
20,25,
22,25,
24,25,
28,25,
30,25,
32,25,
34,25,
36,25,
38,25,
40,25,
42,25,
44,25,
46,25,
48,25,
50,25,
52,25,
54,25,
56,25,
58,25,
60,25,
2,27,
4,27,
6,27,
8,27,
10,27,
12,27,
14,27,
16,27,
18,27,
20,27,
22,27,
24,27,
26,27,
30,27,
32,27,
34,27,
36,27,
38,27,
40,27,
42,27,
44,27,
46,27,
48,27,
50,27,
52,27,
54,27,
56,27,
58,27,
60,27,
2,29,
4,29,
6,29,
8,29,
10,29,
12,29,
14,29,
16,29,
18,29,
20,29,
22,29,
24,29,
26,29,
28,29,
32,29,
34,29,
36,29,
38,29,
40,29,
42,29,
44,29,
46,29,
48,29,
50,29,
52,29,
54,29,
56,29,
58,29,
60,29,
2,31,
4,31,
6,31,
8,31,
10,31,
12,31,
14,31,
16,31,
18,31,
20,31,
22,31,
24,31,
26,31,
28,31,
30,31,
34,31,
36,31,
38,31,
40,31,
42,31,
44,31,
46,31,
48,31,
50,31,
52,31,
54,31,
56,31,
58,31,
60,31,
2,33,
4,33,
6,33,
8,33,
10,33,
12,33,
14,33,
16,33,
18,33,
20,33,
22,33,
24,33,
26,33,
28,33,
30,33,
32,33,
36,33,
38,33,
40,33,
42,33,
44,33,
46,33,
48,33,
50,33,
52,33,
54,33,
56,33,
58,33,
60,33,
2,35,
4,35,
6,35,
8,35,
10,35,
12,35,
14,35,
16,35,
18,35,
20,35,
22,35,
24,35,
26,35,
28,35,
30,35,
32,35,
34,35,
38,35,
40,35,
42,35,
44,35,
46,35,
48,35,
50,35,
52,35,
54,35,
56,35,
58,35,
60,35,
2,37,
4,37,
6,37,
