1.0,1.0,2.0,215.0,0.0
2.0,3.0,4.0,482.0,0.0
3.0,5.0,6.0,411.0,0.0
4.0,7.0,8.0,711.0,0.0
5.0,9.0,10.0,981.0,0.0
6.0,11.0,12.0,203.0,0.0
7.0,13.0,14.0,1239.0,0.0
8.0,15.0,16.0,351.0,0.0
9.0,17.0,18.0,679.0,0.0
10.0,19.0,20.0,463.0,0.0
11.0,21.0,22.0,256.0,38.4
12.0,23.0,24.0,1043.0,156.45
13.0,25.0,26.0,214.0,32.1
14.0,27.0,28.0,415.0,62.25
15.0,29.0,30.0,133.0,19.95
16.0,31.0,32.0,362.0,54.3
17.0,33.0,34.0,188.0,28.2
18.0,35.0,36.0,197.0,29.55
19.0,37.0,38.0,406.0,60.9
20.0,39.0,40.0,639.0,95.85
21.0,41.0,42.0,114.0,17.1
22.0,43.0,44.0,645.0,96.75
23.0,45.0,46.0,655.0,98.25
24.0,47.0,48.0,155.0,23.25
25.0,49.0,50.0,315.0,47.25
26.0,51.0,52.0,624.0,93.6
27.0,53.0,54.0,297.0,44.55
28.0,55.0,56.0,323.0,48.45
29.0,57.0,58.0,615.0,92.25
30.0,59.0,60.0,346.0,51.9
