0.0,0.0,406.0,280.0,55.0,254.0,55.0,406.0,108.0,55.0,254.0,81.0,406.0,280.0,212.0,202.0,55.0,108.0,55.0,212.0,280.0,202.0,0.0,406.0,254.0,254.0,406.0,108.0,0.0,0.0,254.0,55.0,202.0,108.0,280.0,406.0,212.0,81.0,280.0,81.0,254.0,0.0,280.0,280.0,108.0,254.0,0.0,254.0,55.0,55.0,212.0,108.0,406.0,0.0,81.0,406.0,0.0,55.0,280.0,81.0,202.0,55.0,202.0,212.0,0.0,55.0,254.0,280.0,81.0,280.0,55.0,55.0,406.0,280.0,0.0,406.0,55.0,406.0,81.0,0.0,202.0,0.0
0.0,0.0,406.0,280.0,55.0,254.0,55.0,406.0,108.0,55.0,254.0,81.0,406.0,280.0,212.0,202.0,55.0,108.0,55.0,212.0,280.0,202.0,0.0,406.0,254.0,254.0,406.0,108.0,0.0,0.0,254.0,55.0,202.0,108.0,280.0,406.0,212.0,81.0,280.0,81.0,254.0,0.0,280.0,280.0,108.0,254.0,0.0,254.0,55.0,55.0,212.0,108.0,406.0,0.0,81.0,406.0,0.0,55.0,280.0,81.0,202.0,55.0,202.0,212.0,0.0,55.0,254.0,280.0,81.0,280.0,55.0,55.0,406.0,280.0,0.0,406.0,55.0,406.0,81.0,0.0,202.0,0.0
405.0,405.0,0.0,131.0,430.0,654.0,424.0,0.0,508.0,430.0,654.0,330.0,0.0,131.0,264.0,272.0,424.0,508.0,430.0,264.0,131.0,272.0,405.0,0.0,654.0,654.0,0.0,508.0,405.0,405.0,654.0,430.0,272.0,508.0,131.0,0.0,264.0,330.0,131.0,330.0,654.0,405.0,131.0,131.0,508.0,654.0,405.0,654.0,430.0,430.0,264.0,508.0,0.0,405.0,330.0,0.0,405.0,424.0,131.0,330.0,272.0,424.0,272.0,264.0,405.0,424.0,654.0,131.0,330.0,131.0,424.0,430.0,0.0,131.0,405.0,0.0,430.0,0.0,330.0,405.0,272.0,405.0
279.0,279.0,132.0,0.0,304.0,527.0,297.0,132.0,381.0,304.0,527.0,204.0,132.0,0.0,138.0,146.0,297.0,381.0,304.0,138.0,0.0,146.0,279.0,132.0,527.0,527.0,132.0,381.0,279.0,279.0,527.0,304.0,146.0,381.0,0.0,132.0,138.0,204.0,0.0,204.0,527.0,279.0,0.0,0.0,381.0,527.0,279.0,527.0,304.0,304.0,138.0,381.0,132.0,279.0,204.0,132.0,279.0,297.0,0.0,204.0,146.0,297.0,146.0,138.0,279.0,297.0,527.0,0.0,204.0,0.0,297.0,304.0,132.0,0.0,279.0,132.0,304.0,132.0,204.0,279.0,146.0,279.0
54.0,54.0,430.0,304.0,0.0,309.0,110.0,430.0,163.0,0.0,309.0,105.0,430.0,304.0,241.0,250.0,110.0,163.0,0.0,241.0,304.0,250.0,54.0,430.0,309.0,309.0,430.0,163.0,54.0,54.0,309.0,0.0,250.0,163.0,304.0,430.0,241.0,105.0,304.0,105.0,309.0,54.0,304.0,304.0,163.0,309.0,54.0,309.0,0.0,0.0,241.0,163.0,430.0,54.0,105.0,430.0,54.0,110.0,304.0,105.0,250.0,110.0,250.0,241.0,54.0,110.0,309.0,304.0,105.0,304.0,110.0,0.0,430.0,304.0,54.0,430.0,0.0,430.0,105.0,54.0,250.0,54.0
253.0,253.0,654.0,528.0,311.0,0.0,235.0,654.0,147.0,311.0,0.0,330.0,654.0,528.0,461.0,445.0,235.0,147.0,311.0,461.0,528.0,445.0,253.0,654.0,0.0,0.0,654.0,147.0,253.0,253.0,0.0,311.0,445.0,147.0,528.0,654.0,461.0,330.0,528.0,330.0,0.0,253.0,528.0,528.0,147.0,0.0,253.0,0.0,311.0,311.0,461.0,147.0,654.0,253.0,330.0,654.0,253.0,235.0,528.0,330.0,445.0,235.0,445.0,461.0,253.0,235.0,0.0,528.0,330.0,528.0,235.0,311.0,654.0,528.0,253.0,654.0,311.0,654.0,330.0,253.0,445.0,253.0
53.0,53.0,425.0,299.0,111.0,234.0,0.0,425.0,89.0,111.0,234.0,99.0,425.0,299.0,231.0,212.0,0.0,89.0,111.0,231.0,299.0,212.0,53.0,425.0,234.0,234.0,425.0,89.0,53.0,53.0,234.0,111.0,212.0,89.0,299.0,425.0,231.0,99.0,299.0,99.0,234.0,53.0,299.0,299.0,89.0,234.0,53.0,234.0,111.0,111.0,231.0,89.0,425.0,53.0,99.0,425.0,53.0,0.0,299.0,99.0,212.0,0.0,212.0,231.0,53.0,0.0,234.0,299.0,99.0,299.0,0.0,111.0,425.0,299.0,53.0,425.0,111.0,425.0,99.0,53.0,212.0,53.0
405.0,405.0,0.0,131.0,430.0,654.0,424.0,0.0,508.0,430.0,654.0,330.0,0.0,131.0,264.0,272.0,424.0,508.0,430.0,264.0,131.0,272.0,405.0,0.0,654.0,654.0,0.0,508.0,405.0,405.0,654.0,430.0,272.0,508.0,131.0,0.0,264.0,330.0,131.0,330.0,654.0,405.0,131.0,131.0,508.0,654.0,405.0,654.0,430.0,430.0,264.0,508.0,0.0,405.0,330.0,0.0,405.0,424.0,131.0,330.0,272.0,424.0,272.0,264.0,405.0,424.0,654.0,131.0,330.0,131.0,424.0,430.0,0.0,131.0,405.0,0.0,430.0,0.0,330.0,405.0,272.0,405.0
106.0,106.0,508.0,382.0,165.0,147.0,89.0,508.0,0.0,165.0,147.0,184.0,508.0,382.0,315.0,299.0,89.0,0.0,165.0,315.0,382.0,299.0,106.0,508.0,147.0,147.0,508.0,0.0,106.0,106.0,147.0,165.0,299.0,0.0,382.0,508.0,315.0,184.0,382.0,184.0,147.0,106.0,382.0,382.0,0.0,147.0,106.0,147.0,165.0,165.0,315.0,0.0,508.0,106.0,184.0,508.0,106.0,89.0,382.0,184.0,299.0,89.0,299.0,315.0,106.0,89.0,147.0,382.0,184.0,382.0,89.0,165.0,508.0,382.0,106.0,508.0,165.0,508.0,184.0,106.0,299.0,106.0
54.0,54.0,430.0,304.0,0.0,309.0,110.0,430.0,163.0,0.0,309.0,105.0,430.0,304.0,241.0,250.0,110.0,163.0,0.0,241.0,304.0,250.0,54.0,430.0,309.0,309.0,430.0,163.0,54.0,54.0,309.0,0.0,250.0,163.0,304.0,430.0,241.0,105.0,304.0,105.0,309.0,54.0,304.0,304.0,163.0,309.0,54.0,309.0,0.0,0.0,241.0,163.0,430.0,54.0,105.0,430.0,54.0,110.0,304.0,105.0,250.0,110.0,250.0,241.0,54.0,110.0,309.0,304.0,105.0,304.0,110.0,0.0,430.0,304.0,54.0,430.0,0.0,430.0,105.0,54.0,250.0,54.0
253.0,253.0,654.0,528.0,311.0,0.0,235.0,654.0,147.0,311.0,0.0,330.0,654.0,528.0,461.0,445.0,235.0,147.0,311.0,461.0,528.0,445.0,253.0,654.0,0.0,0.0,654.0,147.0,253.0,253.0,0.0,311.0,445.0,147.0,528.0,654.0,461.0,330.0,528.0,330.0,0.0,253.0,528.0,528.0,147.0,0.0,253.0,0.0,311.0,311.0,461.0,147.0,654.0,253.0,330.0,654.0,253.0,235.0,528.0,330.0,445.0,235.0,445.0,461.0,253.0,235.0,0.0,528.0,330.0,528.0,235.0,311.0,654.0,528.0,253.0,654.0,311.0,654.0,330.0,253.0,445.0,253.0
74.0,74.0,330.0,204.0,105.0,322.0,98.0,330.0,176.0,105.0,322.0,0.0,330.0,204.0,141.0,149.0,98.0,176.0,105.0,141.0,204.0,149.0,74.0,330.0,322.0,322.0,330.0,176.0,74.0,74.0,322.0,105.0,149.0,176.0,204.0,330.0,141.0,0.0,204.0,0.0,322.0,74.0,204.0,204.0,176.0,322.0,74.0,322.0,105.0,105.0,141.0,176.0,330.0,74.0,0.0,330.0,74.0,98.0,204.0,0.0,149.0,98.0,149.0,141.0,74.0,98.0,322.0,204.0,0.0,204.0,98.0,105.0,330.0,204.0,74.0,330.0,105.0,330.0,0.0,74.0,149.0,74.0
405.0,405.0,0.0,131.0,430.0,654.0,424.0,0.0,508.0,430.0,654.0,330.0,0.0,131.0,264.0,272.0,424.0,508.0,430.0,264.0,131.0,272.0,405.0,0.0,654.0,654.0,0.0,508.0,405.0,405.0,654.0,430.0,272.0,508.0,131.0,0.0,264.0,330.0,131.0,330.0,654.0,405.0,131.0,131.0,508.0,654.0,405.0,654.0,430.0,430.0,264.0,508.0,0.0,405.0,330.0,0.0,405.0,424.0,131.0,330.0,272.0,424.0,272.0,264.0,405.0,424.0,654.0,131.0,330.0,131.0,424.0,430.0,0.0,131.0,405.0,0.0,430.0,0.0,330.0,405.0,272.0,405.0
279.0,279.0,132.0,0.0,304.0,527.0,297.0,132.0,381.0,304.0,527.0,204.0,132.0,0.0,138.0,146.0,297.0,381.0,304.0,138.0,0.0,146.0,279.0,132.0,527.0,527.0,132.0,381.0,279.0,279.0,527.0,304.0,146.0,381.0,0.0,132.0,138.0,204.0,0.0,204.0,527.0,279.0,0.0,0.0,381.0,527.0,279.0,527.0,304.0,304.0,138.0,381.0,132.0,279.0,204.0,132.0,279.0,297.0,0.0,204.0,146.0,297.0,146.0,138.0,279.0,297.0,527.0,0.0,204.0,0.0,297.0,304.0,132.0,0.0,279.0,132.0,304.0,132.0,204.0,279.0,146.0,279.0
212.0,212.0,264.0,138.0,241.0,460.0,231.0,264.0,315.0,241.0,460.0,141.0,264.0,138.0,0.0,9.0,231.0,315.0,241.0,0.0,138.0,9.0,212.0,264.0,460.0,460.0,264.0,315.0,212.0,212.0,460.0,241.0,9.0,315.0,138.0,264.0,0.0,141.0,138.0,141.0,460.0,212.0,138.0,138.0,315.0,460.0,212.0,460.0,241.0,241.0,0.0,315.0,264.0,212.0,141.0,264.0,212.0,231.0,138.0,141.0,9.0,231.0,9.0,0.0,212.0,231.0,460.0,138.0,141.0,138.0,231.0,241.0,264.0,138.0,212.0,264.0,241.0,264.0,141.0,212.0,9.0,212.0
203.0,203.0,272.0,146.0,236.0,445.0,212.0,272.0,300.0,236.0,445.0,136.0,272.0,146.0,9.0,0.0,212.0,300.0,236.0,9.0,146.0,0.0,203.0,272.0,445.0,445.0,272.0,300.0,203.0,203.0,445.0,236.0,0.0,300.0,146.0,272.0,9.0,136.0,146.0,136.0,445.0,203.0,146.0,146.0,300.0,445.0,203.0,445.0,236.0,236.0,9.0,300.0,272.0,203.0,136.0,272.0,203.0,212.0,146.0,136.0,0.0,212.0,0.0,9.0,203.0,212.0,445.0,146.0,136.0,146.0,212.0,236.0,272.0,146.0,203.0,272.0,236.0,272.0,136.0,203.0,0.0,203.0
53.0,53.0,425.0,299.0,111.0,234.0,0.0,425.0,89.0,111.0,234.0,99.0,425.0,299.0,231.0,212.0,0.0,89.0,111.0,231.0,299.0,212.0,53.0,425.0,234.0,234.0,425.0,89.0,53.0,53.0,234.0,111.0,212.0,89.0,299.0,425.0,231.0,99.0,299.0,99.0,234.0,53.0,299.0,299.0,89.0,234.0,53.0,234.0,111.0,111.0,231.0,89.0,425.0,53.0,99.0,425.0,53.0,0.0,299.0,99.0,212.0,0.0,212.0,231.0,53.0,0.0,234.0,299.0,99.0,299.0,0.0,111.0,425.0,299.0,53.0,425.0,111.0,425.0,99.0,53.0,212.0,53.0
