1.0,1.0,2.0,223.0,0.0
2.0,3.0,4.0,932.0,0.0
3.0,5.0,6.0,365.0,0.0
4.0,7.0,8.0,849.0,0.0
5.0,9.0,10.0,162.0,0.0
6.0,11.0,12.0,511.0,0.0
7.0,13.0,14.0,1215.0,0.0
8.0,15.0,16.0,33.0,0.0
9.0,17.0,18.0,923.0,0.0
10.0,19.0,20.0,1001.0,0.0
11.0,21.0,22.0,322.0,0.0
12.0,23.0,24.0,1579.0,0.0
13.0,25.0,26.0,899.0,0.0
14.0,27.0,28.0,24.0,0.0
15.0,29.0,30.0,586.0,0.0
16.0,31.0,32.0,523.0,0.0
17.0,33.0,34.0,512.0,0.0
18.0,35.0,36.0,664.0,0.0
19.0,37.0,38.0,589.0,0.0
20.0,39.0,40.0,559.0,0.0
21.0,41.0,42.0,456.0,68.4
22.0,43.0,44.0,1664.0,249.6
23.0,45.0,46.0,1730.0,259.5
24.0,47.0,48.0,622.0,93.3
25.0,49.0,50.0,833.0,124.95
26.0,51.0,52.0,674.0,101.1
27.0,53.0,54.0,1219.0,182.85
28.0,55.0,56.0,1273.0,190.95
29.0,57.0,58.0,1263.0,189.45
30.0,59.0,60.0,206.0,30.9
31.0,61.0,62.0,1455.0,218.25
32.0,63.0,64.0,653.0,97.95
33.0,65.0,66.0,1046.0,156.9
34.0,67.0,68.0,547.0,82.05
35.0,69.0,70.0,1276.0,191.4
36.0,71.0,72.0,1725.0,258.75
37.0,73.0,74.0,596.0,89.4
38.0,75.0,76.0,1347.0,202.05
39.0,77.0,78.0,354.0,53.1
40.0,79.0,80.0,1741.0,261.15
41.0,81.0,82.0,422.0,63.3
42.0,83.0,84.0,189.0,28.35
43.0,85.0,86.0,1475.0,221.25
44.0,87.0,88.0,664.0,99.6
45.0,89.0,90.0,409.0,61.35
