1.0,1.0,2.0,1244.0,0.0
2.0,3.0,4.0,144.0,0.0
3.0,5.0,6.0,918.0,0.0
4.0,7.0,8.0,407.0,0.0
5.0,9.0,10.0,503.0,0.0
6.0,11.0,12.0,618.0,0.0
7.0,13.0,14.0,119.0,0.0
8.0,15.0,16.0,392.0,0.0
9.0,17.0,18.0,645.0,0.0
10.0,19.0,20.0,22.0,0.0
11.0,21.0,22.0,260.0,0.0
12.0,23.0,24.0,1489.0,0.0
13.0,25.0,26.0,875.0,0.0
14.0,27.0,28.0,22.0,0.0
15.0,29.0,30.0,1657.0,0.0
16.0,31.0,32.0,269.0,0.0
17.0,33.0,34.0,817.0,0.0
18.0,35.0,36.0,495.0,0.0
19.0,37.0,38.0,639.0,0.0
20.0,39.0,40.0,492.0,0.0
21.0,41.0,42.0,1670.0,250.5
22.0,43.0,44.0,535.0,80.25
23.0,45.0,46.0,2332.0,349.8
24.0,47.0,48.0,1738.0,260.7
25.0,49.0,50.0,971.0,145.65
26.0,51.0,52.0,719.0,107.85
27.0,53.0,54.0,488.0,73.2
28.0,55.0,56.0,894.0,134.1
29.0,57.0,58.0,1029.0,154.35
30.0,59.0,60.0,116.0,17.4
31.0,61.0,62.0,1270.0,190.5
32.0,63.0,64.0,418.0,62.7
33.0,65.0,66.0,453.0,67.95
34.0,67.0,68.0,1807.0,271.05
35.0,69.0,70.0,674.0,101.1
36.0,71.0,72.0,1373.0,205.95
37.0,73.0,74.0,1093.0,163.95
38.0,75.0,76.0,237.0,35.55
39.0,77.0,78.0,998.0,149.7
40.0,79.0,80.0,2054.0,308.1
41.0,81.0,82.0,1741.0,261.15
42.0,83.0,84.0,228.0,34.2
43.0,85.0,86.0,1805.0,270.75
44.0,87.0,88.0,458.0,68.7
45.0,89.0,90.0,1224.0,183.6
46.0,91.0,92.0,968.0,145.2
47.0,93.0,94.0,320.0,48.0
48.0,95.0,96.0,1136.0,170.4
49.0,97.0,98.0,878.0,131.7
50.0,99.0,100.0,349.0,52.35
