0,0,393,276,63,265,65,393,109,63,265,85,393,276,212,218,65,109,63,212,276,218,0,393,265,265,393,109,0,0,265,63,218,109,276,393,212,85,276,85,265,0,276,276,109,265,0,265,63,63,212,109,393,0,85,393,0,65,276,85,218,65,218,212,0,65,265,276,85,276,65,63,393,276,0,393,63,393,85,0,218,0
0,0,393,276,63,265,65,393,109,63,265,85,393,276,212,218,65,109,63,212,276,218,0,393,265,265,393,109,0,0,265,63,218,109,276,393,212,85,276,85,265,0,276,276,109,265,0,265,63,63,212,109,393,0,85,393,0,65,276,85,218,65,218,212,0,65,265,276,85,276,65,63,393,276,0,393,63,393,85,0,218,0
392,392,0,131,419,644,410,0,488,419,644,319,0,131,257,269,410,488,419,257,131,269,392,0,644,644,0,488,392,392,644,419,269,488,131,0,257,319,131,319,644,392,131,131,488,644,392,644,419,419,257,488,0,392,319,0,392,410,131,319,269,410,269,257,392,410,644,131,319,131,410,419,0,131,392,0,419,0,319,392,269,392
276,276,133,0,303,529,294,133,373,303,529,203,133,0,141,153,294,373,303,141,0,153,276,133,529,529,133,373,276,276,529,303,153,373,0,133,141,203,0,203,529,276,0,0,373,529,276,529,303,303,141,373,133,276,203,133,276,294,0,203,153,294,153,141,276,294,529,0,203,0,294,303,133,0,276,133,303,133,203,276,153,276
62,62,425,308,0,320,121,425,164,0,320,114,425,308,247,259,121,164,0,247,308,259,62,425,320,320,425,164,62,62,320,0,259,164,308,425,247,114,308,114,320,62,308,308,164,320,62,320,0,0,247,164,425,62,114,425,62,121,308,114,259,121,259,247,62,121,320,308,114,308,121,0,425,308,62,425,0,425,114,62,259,62
267,267,647,530,321,0,248,647,165,321,0,339,647,530,465,464,248,165,321,465,530,464,267,647,0,0,647,165,267,267,0,321,464,165,530,647,465,339,530,339,0,267,530,530,165,0,267,0,321,321,465,165,647,267,339,647,267,248,530,339,464,248,464,465,267,248,0,530,339,530,248,321,647,530,267,647,321,647,339,267,464,267
63,63,410,294,118,244,0,410,88,118,244,111,410,294,229,224,0,88,118,229,294,224,63,410,244,244,410,88,63,63,244,118,224,88,294,410,229,111,294,111,244,63,294,294,88,244,63,244,118,118,229,88,410,63,111,410,63,0,294,111,224,0,224,229,63,0,244,294,111,294,0,118,410,294,63,410,118,410,111,63,224,63
392,392,0,131,419,644,410,0,488,419,644,319,0,131,257,269,410,488,419,257,131,269,392,0,644,644,0,488,392,392,644,419,269,488,131,0,257,319,131,319,644,392,131,131,488,644,392,644,419,419,257,488,0,392,319,0,392,410,131,319,269,410,269,257,392,410,644,131,319,131,410,419,0,131,392,0,419,0,319,392,269,392
111,111,491,374,165,165,92,491,0,165,165,183,491,374,310,307,92,0,165,310,374,307,111,491,165,165,491,0,111,111,165,165,307,0,374,491,310,183,374,183,165,111,374,374,0,165,111,165,165,165,310,0,491,111,183,491,111,92,374,183,307,92,307,310,111,92,165,374,183,374,92,165,491,374,111,491,165,491,183,111,307,111
62,62,425,308,0,320,121,425,164,0,320,114,425,308,247,259,121,164,0,247,308,259,62,425,320,320,425,164,62,62,320,0,259,164,308,425,247,114,308,114,320,62,308,308,164,320,62,320,0,0,247,164,425,62,114,425,62,121,308,114,259,121,259,247,62,121,320,308,114,308,121,0,425,308,62,425,0,425,114,62,259,62
