0,1,
0,3,
0,5,
0,7,
0,9,
0,11,
0,13,
0,15,
0,17,
0,19,
0,21,
0,23,
0,25,
0,27,
0,29,
0,31,
0,33,
0,35,
0,37,
0,39,
0,41,
0,43,
0,45,
0,47,
0,49,
0,51,
0,53,
0,55,
0,57,
0,59,
0,61,
0,63,
0,65,
0,67,
0,69,
0,71,
0,73,
0,75,
0,77,
0,79,
0,81,
0,83,
0,85,
0,87,
0,89,
4,1,
6,1,
8,1,
10,1,
12,1,
14,1,
16,1,
18,1,
20,1,
22,1,
24,1,
26,1,
28,1,
30,1,
32,1,
34,1,
36,1,
38,1,
40,1,
42,1,
44,1,
46,1,
48,1,
50,1,
52,1,
54,1,
56,1,
58,1,
60,1,
62,1,
64,1,
66,1,
68,1,
70,1,
72,1,
74,1,
76,1,
78,1,
80,1,
82,1,
84,1,
86,1,
88,1,
90,1,
2,3,
6,3,
8,3,
10,3,
12,3,
14,3,
16,3,
18,3,
20,3,
22,3,
24,3,
26,3,
28,3,
30,3,
32,3,
34,3,
36,3,
38,3,
40,3,
42,3,
44,3,
46,3,
48,3,
50,3,
52,3,
54,3,
56,3,
58,3,
60,3,
62,3,
64,3,
66,3,
68,3,
70,3,
72,3,
74,3,
76,3,
78,3,
80,3,
82,3,
84,3,
86,3,
88,3,
90,3,
2,5,
4,5,
8,5,
10,5,
12,5,
14,5,
16,5,
18,5,
20,5,
22,5,
24,5,
26,5,
28,5,
30,5,
32,5,
34,5,
36,5,
38,5,
40,5,
42,5,
44,5,
46,5,
48,5,
50,5,
52,5,
54,5,
56,5,
58,5,
60,5,
62,5,
64,5,
66,5,
68,5,
70,5,
72,5,
74,5,
76,5,
78,5,
80,5,
82,5,
84,5,
86,5,
88,5,
90,5,
2,7,
4,7,
6,7,
10,7,
12,7,
14,7,
16,7,
18,7,
20,7,
22,7,
24,7,
26,7,
28,7,
30,7,
32,7,
34,7,
36,7,
38,7,
40,7,
42,7,
44,7,
46,7,
48,7,
50,7,
52,7,
54,7,
56,7,
58,7,
60,7,
62,7,
64,7,
66,7,
68,7,
70,7,
72,7,
74,7,
76,7,
78,7,
80,7,
82,7,
84,7,
86,7,
88,7,
90,7,
2,9,
4,9,
6,9,
8,9,
12,9,
14,9,
16,9,
18,9,
20,9,
22,9,
24,9,
26,9,
28,9,
30,9,
32,9,
34,9,
36,9,
38,9,
40,9,
42,9,
44,9,
46,9,
48,9,
50,9,
52,9,
54,9,
56,9,
58,9,
60,9,
62,9,
64,9,
66,9,
68,9,
70,9,
72,9,
74,9,
76,9,
78,9,
80,9,
82,9,
84,9,
86,9,
88,9,
90,9,
2,11,
4,11,
6,11,
8,11,
10,11,
14,11,
16,11,
18,11,
20,11,
22,11,
24,11,
26,11,
28,11,
30,11,
32,11,
34,11,
36,11,
38,11,
40,11,
42,11,
44,11,
46,11,
48,11,
50,11,
52,11,
54,11,
56,11,
58,11,
60,11,
62,11,
64,11,
66,11,
68,11,
70,11,
72,11,
74,11,
76,11,
78,11,
80,11,
82,11,
84,11,
86,11,
88,11,
90,11,
2,13,
4,13,
6,13,
8,13,
10,13,
12,13,
16,13,
18,13,
20,13,
22,13,
24,13,
26,13,
28,13,
30,13,
32,13,
34,13,
36,13,
38,13,
40,13,
42,13,
44,13,
46,13,
48,13,
50,13,
52,13,
54,13,
56,13,
58,13,
60,13,
62,13,
64,13,
66,13,
68,13,
70,13,
72,13,
74,13,
76,13,
78,13,
80,13,
82,13,
84,13,
86,13,
88,13,
90,13,
2,15,
4,15,
6,15,
8,15,
10,15,
12,15,
14,15,
18,15,
20,15,
22,15,
24,15,
26,15,
28,15,
30,15,
32,15,
34,15,
36,15,
38,15,
40,15,
42,15,
44,15,
46,15,
48,15,
50,15,
52,15,
54,15,
56,15,
58,15,
60,15,
62,15,
64,15,
66,15,
68,15,
70,15,
72,15,
74,15,
76,15,
78,15,
80,15,
82,15,
84,15,
86,15,
88,15,
90,15,
2,17,
4,17,
6,17,
8,17,
10,17,
12,17,
14,17,
16,17,
20,17,
22,17,
24,17,
26,17,
28,17,
30,17,
32,17,
34,17,
36,17,
38,17,
40,17,
42,17,
44,17,
46,17,
48,17,
50,17,
52,17,
54,17,
56,17,
58,17,
60,17,
62,17,
64,17,
66,17,
68,17,
70,17,
72,17,
74,17,
76,17,
78,17,
80,17,
82,17,
84,17,
86,17,
88,17,
90,17,
2,19,
4,19,
6,19,
8,19,
10,19,
12,19,
14,19,
16,19,
18,19,
22,19,
24,19,
26,19,
28,19,
30,19,
32,19,
34,19,
36,19,
38,19,
40,19,
42,19,
44,19,
46,19,
48,19,
50,19,
52,19,
54,19,
56,19,
58,19,
60,19,
62,19,
64,19,
66,19,
68,19,
70,19,
72,19,
74,19,
76,19,
78,19,
80,19,
82,19,
84,19,
86,19,
88,19,
90,19,
2,21,
4,21,
6,21,
8,21,
10,21,
12,21,
14,21,
16,21,
18,21,
20,21,
24,21,
26,21,
28,21,
30,21,
32,21,
34,21,
36,21,
38,21,
40,21,
42,21,
44,21,
46,21,
48,21,
50,21,
52,21,
54,21,
56,21,
58,21,
60,21,
62,21,
64,21,
66,21,
68,21,
70,21,
72,21,
74,21,
76,21,
78,21,
80,21,
82,21,
84,21,
86,21,
88,21,
90,21,
2,23,
4,23,
6,23,
8,23,
10,23,
12,23,
14,23,
16,23,
18,23,
20,23,
22,23,
26,23,
28,23,
30,23,
32,23,
34,23,
36,23,
38,23,
40,23,
42,23,
44,23,
46,23,
48,23,
50,23,
52,23,
54,23,
