1.0,1.0,2.0,781.0,0.0
2.0,3.0,4.0,370.0,0.0
3.0,5.0,6.0,205.0,0.0
4.0,7.0,8.0,1357.0,0.0
5.0,9.0,10.0,810.0,0.0
6.0,11.0,12.0,564.0,0.0
7.0,13.0,14.0,685.0,0.0
8.0,15.0,16.0,599.0,0.0
9.0,17.0,18.0,796.0,0.0
10.0,19.0,20.0,390.0,0.0
11.0,21.0,22.0,1041.0,0.0
12.0,23.0,24.0,540.0,0.0
13.0,25.0,26.0,500.0,0.0
14.0,27.0,28.0,764.0,0.0
15.0,29.0,30.0,792.0,0.0
16.0,31.0,32.0,1259.0,188.85
17.0,33.0,34.0,516.0,77.4
18.0,35.0,36.0,961.0,144.15
19.0,37.0,38.0,496.0,74.4
20.0,39.0,40.0,876.0,131.4
21.0,41.0,42.0,752.0,112.8
22.0,43.0,44.0,838.0,125.7
23.0,45.0,46.0,994.0,149.1
24.0,47.0,48.0,1067.0,160.05
25.0,49.0,50.0,1451.0,217.65
26.0,51.0,52.0,895.0,134.25
27.0,53.0,54.0,910.0,136.5
28.0,55.0,56.0,304.0,45.6
29.0,57.0,58.0,799.0,119.85
30.0,59.0,60.0,696.0,104.4
