L = {<1> <2> <3> <4> <5> };
K = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35> <36> <37> <38> <39> <40>};
KN = { <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35> <36> <37> <38> <39> <40>};
KE = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15>};
PC = { <1 974> <2 1028> <3 922> <4 2003> <5 811> <6 980> <7 486> <8 622> <9 551> <10 375> <11 439> <12 2171> <13 1426> <14 304> <15 917> <16 811> <17 1460> <18 1041> <19 772> <20 1163> <21 623> <22 1242> <23 521> <24 677> <25 668> <26 1211> <27 247> <28 936> <29 722> <30 527> <31 670> <32 611> <33 595> <34 631> <35 834> <36 1153> <37 1070> <38 1596> <39 763> <40 608>};
TM = { <1 1500> <2 1500> <3 1500> <4 1500> <5 1500>};
TTR = { <0 0 0> <0 1 0> <0 2 393> <0 3 276>
 <0 4 63> <0 5 265> <0 6 65> <0 7 393> <0 8 109>
 <0 9 63> <0 10 265> <0 11 85> <0 12 393> <0 13 276>
 <0 14 212> <0 15 218> <0 16 65> <0 17 109> <0 18 63>
 <0 19 212> <0 20 276> <0 21 218> <0 22 0> <0 23 393>
 <0 24 265> <0 25 265> <0 26 393> <0 27 109> <0 28 0>
 <0 29 0> <0 30 265> <0 31 63> <0 32 218> <0 33 109>
 <0 34 276> <0 35 393> <0 36 212> <0 37 85> <0 38 276>
 <0 39 85> <0 40 265> <0 41 0> <0 42 276> <0 43 276>
 <0 44 109> <0 45 265> <0 46 0> <0 47 265> <0 48 63>
 <0 49 63> <0 50 212> <0 51 109> <0 52 393> <0 53 0>
 <0 54 85> <0 55 393> <0 56 0> <0 57 65> <0 58 276>
 <0 59 85> <0 60 218> <0 61 65> <0 62 218> <0 63 212>
 <0 64 0> <0 65 65> <0 66 265> <0 67 276> <0 68 85>
 <0 69 276> <0 70 65> <0 71 63> <0 72 393> <0 73 276>
 <0 74 0> <0 75 393> <0 76 63> <0 77 393> <0 78 85>
 <0 79 0> <0 80 218> <0 81 0> <1 0 0> <1 1 0>
 <1 2 393> <1 3 276> <1 4 63> <1 5 265> <1 6 65>
 <1 7 393> <1 8 109> <1 9 63> <1 10 265> <1 11 85>
 <1 12 393> <1 13 276> <1 14 212> <1 15 218> <1 16 65>
 <1 17 109> <1 18 63> <1 19 212> <1 20 276> <1 21 218>
 <1 22 0> <1 23 393> <1 24 265> <1 25 265> <1 26 393>
 <1 27 109> <1 28 0> <1 29 0> <1 30 265> <1 31 63>
 <1 32 218> <1 33 109> <1 34 276> <1 35 393> <1 36 212>
 <1 37 85> <1 38 276> <1 39 85> <1 40 265> <1 41 0>
 <1 42 276> <1 43 276> <1 44 109> <1 45 265> <1 46 0>
 <1 47 265> <1 48 63> <1 49 63> <1 50 212> <1 51 109>
 <1 52 393> <1 53 0> <1 54 85> <1 55 393> <1 56 0>
 <1 57 65> <1 58 276> <1 59 85> <1 60 218> <1 61 65>
 <1 62 218> <1 63 212> <1 64 0> <1 65 65> <1 66 265>
 <1 67 276> <1 68 85> <1 69 276> <1 70 65> <1 71 63>
 <1 72 393> <1 73 276> <1 74 0> <1 75 393> <1 76 63>
 <1 77 393> <1 78 85> <1 79 0> <1 80 218> <1 81 0>
