L = {<1> <2> <3> <4> };
K = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35>};
KN = { <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35>};
KE = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20>};
PC = { <1 640> <2 1769> <3 512> <4 1359> <5 891> <6 938> <7 938> <8 1174> <9 318> <10 522> <11 1316> <12 425> <13 728> <14 452> <15 498> <16 833> <17 773> <18 585> <19 514> <20 654> <21 447> <22 571> <23 937> <24 831> <25 832> <26 512> <27 418> <28 1113> <29 265> <30 832> <31 362> <32 636> <33 585> <34 1317> <35 272>};
TM = { <1 1500> <2 1500> <3 1500> <4 1500>};
TTR = { <0 0 0> <0 1 218> <0 2 0> <0 3 218>
 <0 4 265> <0 5 212> <0 6 0> <0 7 265> <0 8 218>
 <0 9 265> <0 10 0> <0 11 218> <0 12 63> <0 13 212>
 <0 14 63> <0 15 109> <0 16 212> <0 17 65> <0 18 85>
 <0 19 85> <0 20 218> <0 21 265> <0 22 212> <0 23 85>
 <0 24 212> <0 25 212> <0 26 65> <0 27 0> <0 28 218>
 <0 29 0> <0 30 212> <0 31 65> <0 32 218> <0 33 265>
 <0 34 85> <0 35 218> <0 36 65> <0 37 63> <0 38 218>
 <0 39 63> <0 40 212> <0 41 85> <0 42 109> <0 43 65>
 <0 44 212> <0 45 212> <0 46 109> <0 47 109> <0 48 218>
 <0 49 265> <0 50 65> <0 51 0> <0 52 218> <0 53 109>
 <0 54 85> <0 55 265> <0 56 63> <0 57 0> <0 58 109>
 <0 59 85> <0 60 265> <0 61 63> <0 62 109> <0 63 63>
 <0 64 265> <0 65 109> <0 66 265> <0 67 212> <0 68 265>
 <0 69 109> <0 70 0> <0 71 0> <1 0 216> <1 1 0>
 <1 2 216> <1 3 0> <1 4 460> <1 5 19> <1 6 216>
 <1 7 460> <1 8 0> <1 9 460> <1 10 216> <1 11 0>
 <1 12 252> <1 13 19> <1 14 252> <1 15 304> <1 16 19>
 <1 17 223> <1 18 153> <1 19 153> <1 20 0> <1 21 460>
 <1 22 19> <1 23 153> <1 24 19> <1 25 19> <1 26 223>
 <1 27 216> <1 28 0> <1 29 216> <1 30 19> <1 31 223>
 <1 32 0> <1 33 460> <1 34 153> <1 35 0> <1 36 223>
 <1 37 252> <1 38 0> <1 39 252> <1 40 19> <1 41 153>
 <1 42 304> <1 43 223> <1 44 19> <1 45 19> <1 46 304>
 <1 47 304> <1 48 0> <1 49 460> <1 50 223> <1 51 216>
 <1 52 0> <1 53 304> <1 54 153> <1 55 460> <1 56 252>
 <1 57 216> <1 58 304> <1 59 153> <1 60 460> <1 61 252>
 <1 62 304> <1 63 252> <1 64 460> <1 65 304> <1 66 460>
 <1 67 19> <1 68 460> <1 69 304> <1 70 216> <1 71 216>
 <2 0 0> <2 1 218> <2 2 0> <2 3 218> <2 4 265>
 <2 5 212> <2 6 0> <2 7 265> <2 8 218> <2 9 265>
 <2 10 0> <2 11 218> <2 12 63> <2 13 212> <2 14 63>
 <2 15 109> <2 16 212> <2 17 65> <2 18 85> <2 19 85>
 <2 20 218> <2 21 265> <2 22 212> <2 23 85> <2 24 212>
 <2 25 212> <2 26 65> <2 27 0> <2 28 218> <2 29 0>
 <2 30 212> <2 31 65> <2 32 218> <2 33 265> <2 34 85>
 <2 35 218> <2 36 65> <2 37 63> <2 38 218> <2 39 63>
 <2 40 212> <2 41 85> <2 42 109> <2 43 65> <2 44 212>
 <2 45 212> <2 46 109> <2 47 109> <2 48 218> <2 49 265>
 <2 50 65> <2 51 0> <2 52 218> <2 53 109> <2 54 85>
 <2 55 265> <2 56 63> <2 57 0> <2 58 109> <2 59 85>
 <2 60 265> <2 61 63> <2 62 109> <2 63 63> <2 64 265>
 <2 65 109> <2 66 265> <2 67 212> <2 68 265> <2 69 109>
 <2 70 0> <2 71 0> <3 0 216> <3 1 0> <3 2 216>
 <3 3 0> <3 4 460> <3 5 19> <3 6 216> <3 7 460>
 <3 8 0> <3 9 460> <3 10 216> <3 11 0> <3 12 252>
 <3 13 19> <3 14 252> <3 15 304> <3 16 19> <3 17 223>
 <3 18 153> <3 19 153> <3 20 0> <3 21 460> <3 22 19>
 <3 23 153> <3 24 19> <3 25 19> <3 26 223> <3 27 216>
 <3 28 0> <3 29 216> <3 30 19> <3 31 223> <3 32 0>
 <3 33 460> <3 34 153> <3 35 0> <3 36 223> <3 37 252>
 <3 38 0> <3 39 252> <3 40 19> <3 41 153> <3 42 304>
 <3 43 223> <3 44 19> <3 45 19> <3 46 304> <3 47 304>
 <3 48 0> <3 49 460> <3 50 223> <3 51 216> <3 52 0>
 <3 53 304> <3 54 153> <3 55 460> <3 56 252> <3 57 216>
 <3 58 304> <3 59 153> <3 60 460> <3 61 252> <3 62 304>
 <3 63 252> <3 64 460> <3 65 304> <3 66 460> <3 67 19>
 <3 68 460> <3 69 304> <3 70 216> <3 71 216> <4 0 267>
 <4 1 464> <4 2 267> <4 3 464> <4 4 0> <4 5 465>
 <4 6 267> <4 7 0> <4 8 464> <4 9 0> <4 10 267>
 <4 11 464> <4 12 321> <4 13 465> <4 14 321> <4 15 165>
 <4 16 465> <4 17 248> <4 18 339> <4 19 339> <4 20 464>
 <4 21 0> <4 22 465> <4 23 339> <4 24 465> <4 25 465>
 <4 26 248> <4 27 267> <4 28 464> <4 29 267> <4 30 465>
 <4 31 248> <4 32 464> <4 33 0> <4 34 339> <4 35 464>
 <4 36 248> <4 37 321> <4 38 464> <4 39 321> <4 40 465>
 <4 41 339> <4 42 165> <4 43 248> <4 44 465> <4 45 465>
 <4 46 165> <4 47 165> <4 48 464> <4 49 0> <4 50 248>
 <4 51 267> <4 52 464> <4 53 165> <4 54 339> <4 55 0>
 <4 56 321> <4 57 267> <4 58 165> <4 59 339> <4 60 0>
 <4 61 321> <4 62 165> <4 63 321> <4 64 0> <4 65 165>
 <4 66 0> <4 67 465> <4 68 0> <4 69 165> <4 70 267>
 <4 71 267> <5 0 213> <5 1 19> <5 2 213> <5 3 19>
