L = {<1> <2> <3> <4> <5> <6> <7> };
K = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35> <36> <37> <38> <39> <40> <41> <42> <43> <44> <45>};
KN = { <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35> <36> <37> <38> <39> <40> <41> <42> <43> <44> <45>};
KE = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20>};
PC = { <1 221> <2 885> <3 285> <4 720> <5 185> <6 577> <7 1198> <8 37> <9 655> <10 1151> <11 335> <12 2076> <13 515> <14 26> <15 495> <16 835> <17 300> <18 530> <19 521> <20 780> <21 790> <22 2107> <23 1898> <24 630> <25 551> <26 508> <27 1065> <28 975> <29 1220> <30 137> <31 1107> <32 716> <33 758> <34 561> <35 1342> <36 2081> <37 691> <38 1307> <39 477> <40 2759> <41 249> <42 222> <43 1624> <44 960> <45 254>};
TM = { <1 1500> <2 1500> <3 1500> <4 1500> <5 1500> <6 1500> <7 1500>};
TTR = { <0 0 0> <0 1 447> <0 2 393> <0 3 109>
 <0 4 218> <0 5 63> <0 6 85> <0 7 218> <0 8 426>
 <0 9 65> <0 10 0> <0 11 265> <0 12 0> <0 13 63>
 <0 14 265> <0 15 212> <0 16 218> <0 17 426> <0 18 218>
 <0 19 393> <0 20 85> <0 21 63> <0 22 65> <0 23 276>
 <0 24 265> <0 25 212> <0 26 65> <0 27 218> <0 28 212>
 <0 29 85> <0 30 109> <0 31 65> <0 32 265> <0 33 393>
 <0 34 276> <0 35 276> <0 36 85> <0 37 109> <0 38 63>
 <0 39 393> <0 40 212> <0 41 426> <0 42 276> <0 43 265>
 <0 44 426> <0 45 265> <0 46 393> <0 47 393> <0 48 426>
 <0 49 65> <0 50 218> <0 51 212> <0 52 0> <0 53 85>
 <0 54 265> <0 55 276> <0 56 109> <0 57 109> <0 58 276>
 <0 59 393> <0 60 447> <0 61 212> <0 62 265> <0 63 212>
 <0 64 393> <0 65 276> <0 66 63> <0 67 212> <0 68 85>
 <0 69 447> <0 70 65> <0 71 447> <0 72 109> <0 73 212>
 <0 74 63> <0 75 109> <0 76 393> <0 77 218> <0 78 276>
 <0 79 265> <0 80 447> <0 81 109> <0 82 0> <0 83 109>
 <0 84 65> <0 85 0> <0 86 393> <0 87 0> <0 88 265>
 <0 89 85> <0 90 63> <0 91 0> <1 0 446> <1 1 0>
 <1 2 63> <1 3 543> <1 4 324> <1 5 473> <1 6 374>
 <1 7 324> <1 8 182> <1 9 464> <1 10 446> <1 11 699>
 <1 12 446> <1 13 473> <1 14 699> <1 15 311> <1 16 324>
 <1 17 182> <1 18 324> <1 19 63> <1 20 374> <1 21 473>
 <1 22 464> <1 23 186> <1 24 699> <1 25 311> <1 26 464>
 <1 27 324> <1 28 311> <1 29 374> <1 30 543> <1 31 464>
 <1 32 699> <1 33 63> <1 34 186> <1 35 186> <1 36 374>
 <1 37 543> <1 38 473> <1 39 63> <1 40 311> <1 41 182>
 <1 42 186> <1 43 699> <1 44 182> <1 45 699> <1 46 63>
 <1 47 63> <1 48 182> <1 49 464> <1 50 324> <1 51 311>
 <1 52 446> <1 53 374> <1 54 699> <1 55 186> <1 56 543>
 <1 57 543> <1 58 186> <1 59 63> <1 60 0> <1 61 311>
 <1 62 699> <1 63 311> <1 64 63> <1 65 186> <1 66 473>
 <1 67 311> <1 68 374> <1 69 0> <1 70 464> <1 71 0>
 <1 72 543> <1 73 311> <1 74 473> <1 75 543> <1 76 63>
 <1 77 324> <1 78 186> <1 79 699> <1 80 0> <1 81 543>
 <1 82 446> <1 83 543> <1 84 464> <1 85 446> <1 86 63>
 <1 87 446> <1 88 699> <1 89 374> <1 90 473> <1 91 446>
 <2 0 392> <2 1 61> <2 2 0> <2 3 488> <2 4 269>
 <2 5 419> <2 6 319> <2 7 269> <2 8 231> <2 9 410>
 <2 10 392> <2 11 644> <2 12 392> <2 13 419> <2 14 644>
 <2 15 257> <2 16 269> <2 17 231> <2 18 269> <2 19 0>
 <2 20 319> <2 21 419> <2 22 410> <2 23 131> <2 24 644>
 <2 25 257> <2 26 410> <2 27 269> <2 28 257> <2 29 319>
 <2 30 488> <2 31 410> <2 32 644> <2 33 0> <2 34 131>
 <2 35 131> <2 36 319> <2 37 488> <2 38 419> <2 39 0>
 <2 40 257> <2 41 231> <2 42 131> <2 43 644> <2 44 231>
 <2 45 644> <2 46 0> <2 47 0> <2 48 231> <2 49 410>
 <2 50 269> <2 51 257> <2 52 392> <2 53 319> <2 54 644>
