L = {<1> <2> <3> };
K = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30>};
KN = { <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30>};
KE = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15>};
PC = { <1 554> <2 294> <3 188> <4 899> <5 751> <6 740> <7 606> <8 752> <9 780> <10 386> <11 1154> <12 318> <13 766> <14 813> <15 478> <16 1044> <17 886> <18 842> <19 642> <20 729> <21 1008> <22 1174> <23 1159> <24 777> <25 1695> <26 1005> <27 904> <28 553> <29 428> <30 1188>};
TM = { <1 1500> <2 1500> <3 1500>};
TTR = { <0 0 0> <0 1 218> <0 2 0> <0 3 63>
 <0 4 65> <0 5 0> <0 6 65> <0 7 218> <0 8 265>
 <0 9 212> <0 10 0> <0 11 265> <0 12 0> <0 13 218>
 <0 14 63> <0 15 212> <0 16 63> <0 17 109> <0 18 212>
 <0 19 85> <0 20 218> <0 21 265> <0 22 212> <0 23 85>
 <0 24 212> <0 25 212> <0 26 65> <0 27 0> <0 28 218>
 <0 29 0> <0 30 212> <0 31 265> <0 32 85> <0 33 63>
 <0 34 218> <0 35 63> <0 36 212> <0 37 65> <0 38 212>
 <0 39 212> <0 40 109> <0 41 109> <0 42 218> <0 43 265>
 <0 44 63> <0 45 85> <0 46 265> <0 47 63> <0 48 265>
 <0 49 212> <0 50 265> <0 51 218> <0 52 109> <0 53 65>
 <0 54 265> <0 55 85> <0 56 218> <0 57 218> <0 58 0>
 <0 59 265> <0 60 63> <0 61 0> <1 0 216> <1 1 0>
 <1 2 216> <1 3 252> <1 4 223> <1 5 216> <1 6 223>
 <1 7 0> <1 8 460> <1 9 19> <1 10 216> <1 11 460>
 <1 12 216> <1 13 0> <1 14 252> <1 15 19> <1 16 252>
 <1 17 304> <1 18 19> <1 19 153> <1 20 0> <1 21 460>
 <1 22 19> <1 23 153> <1 24 19> <1 25 19> <1 26 223>
 <1 27 216> <1 28 0> <1 29 216> <1 30 19> <1 31 460>
 <1 32 153> <1 33 252> <1 34 0> <1 35 252> <1 36 19>
 <1 37 223> <1 38 19> <1 39 19> <1 40 304> <1 41 304>
 <1 42 0> <1 43 460> <1 44 252> <1 45 153> <1 46 460>
 <1 47 252> <1 48 460> <1 49 19> <1 50 460> <1 51 0>
 <1 52 304> <1 53 223> <1 54 460> <1 55 153> <1 56 0>
 <1 57 0> <1 58 216> <1 59 460> <1 60 252> <1 61 216>
 <2 0 0> <2 1 218> <2 2 0> <2 3 63> <2 4 65>
 <2 5 0> <2 6 65> <2 7 218> <2 8 265> <2 9 212>
 <2 10 0> <2 11 265> <2 12 0> <2 13 218> <2 14 63>
 <2 15 212> <2 16 63> <2 17 109> <2 18 212> <2 19 85>
 <2 20 218> <2 21 265> <2 22 212> <2 23 85> <2 24 212>
 <2 25 212> <2 26 65> <2 27 0> <2 28 218> <2 29 0>
 <2 30 212> <2 31 265> <2 32 85> <2 33 63> <2 34 218>
 <2 35 63> <2 36 212> <2 37 65> <2 38 212> <2 39 212>
 <2 40 109> <2 41 109> <2 42 218> <2 43 265> <2 44 63>
 <2 45 85> <2 46 265> <2 47 63> <2 48 265> <2 49 212>
 <2 50 265> <2 51 218> <2 52 109> <2 53 65> <2 54 265>
 <2 55 85> <2 56 218> <2 57 218> <2 58 0> <2 59 265>
 <2 60 63> <2 61 0> <3 0 62> <3 1 259> <3 2 62>
 <3 3 0> <3 4 121> <3 5 62> <3 6 121> <3 7 259>
 <3 8 320> <3 9 247> <3 10 62> <3 11 320> <3 12 62>
 <3 13 259> <3 14 0> <3 15 247> <3 16 0> <3 17 164>
 <3 18 247> <3 19 114> <3 20 259> <3 21 320> <3 22 247>
 <3 23 114> <3 24 247> <3 25 247> <3 26 121> <3 27 62>
 <3 28 259> <3 29 62> <3 30 247> <3 31 320> <3 32 114>
 <3 33 0> <3 34 259> <3 35 0> <3 36 247> <3 37 121>
 <3 38 247> <3 39 247> <3 40 164> <3 41 164> <3 42 259>
 <3 43 320> <3 44 0> <3 45 114> <3 46 320> <3 47 0>
 <3 48 320> <3 49 247> <3 50 320> <3 51 259> <3 52 164>
 <3 53 121> <3 54 320> <3 55 114> <3 56 259> <3 57 259>
 <3 58 62> <3 59 320> <3 60 0> <3 61 62> <4 0 63>
 <4 1 224> <4 2 63> <4 3 118> <4 4 0> <4 5 63>
 <4 6 0> <4 7 224> <4 8 244> <4 9 229> <4 10 63>
 <4 11 244> <4 12 63> <4 13 224> <4 14 118> <4 15 229>
 <4 16 118> <4 17 88> <4 18 229> <4 19 111> <4 20 224>
 <4 21 244> <4 22 229> <4 23 111> <4 24 229> <4 25 229>
 <4 26 0> <4 27 63> <4 28 224> <4 29 63> <4 30 229>
 <4 31 244> <4 32 111> <4 33 118> <4 34 224> <4 35 118>
 <4 36 229> <4 37 0> <4 38 229> <4 39 229> <4 40 88>
 <4 41 88> <4 42 224> <4 43 244> <4 44 118> <4 45 111>
 <4 46 244> <4 47 118> <4 48 244> <4 49 229> <4 50 244>
 <4 51 224> <4 52 88> <4 53 0> <4 54 244> <4 55 111>
 <4 56 224> <4 57 224> <4 58 63> <4 59 244> <4 60 118>
 <4 61 63> <5 0 0> <5 1 218> <5 2 0> <5 3 63>
 <5 4 65> <5 5 0> <5 6 65> <5 7 218> <5 8 265>
 <5 9 212> <5 10 0> <5 11 265> <5 12 0> <5 13 218>
 <5 14 63> <5 15 212> <5 16 63> <5 17 109> <5 18 212>
 <5 19 85> <5 20 218> <5 21 265> <5 22 212> <5 23 85>
 <5 24 212> <5 25 212> <5 26 65> <5 27 0> <5 28 218>
 <5 29 0> <5 30 212> <5 31 265> <5 32 85> <5 33 63>
 <5 34 218> <5 35 63> <5 36 212> <5 37 65> <5 38 212>
 <5 39 212> <5 40 109> <5 41 109> <5 42 218> <5 43 265>
 <5 44 63> <5 45 85> <5 46 265> <5 47 63> <5 48 265>
 <5 49 212> <5 50 265> <5 51 218> <5 52 109> <5 53 65>
 <5 54 265> <5 55 85> <5 56 218> <5 57 218> <5 58 0>
 <5 59 265> <5 60 63> <5 61 0> <6 0 63> <6 1 224>
 <6 2 63> <6 3 118> <6 4 0> <6 5 63> <6 6 0>
 <6 7 224> <6 8 244> <6 9 229> <6 10 63> <6 11 244>
 <6 12 63> <6 13 224> <6 14 118> <6 15 229> <6 16 118>
 <6 17 88> <6 18 229> <6 19 111> <6 20 224> <6 21 244>
 <6 22 229> <6 23 111> <6 24 229> <6 25 229> <6 26 0>
 <6 27 63> <6 28 224> <6 29 63> <6 30 229> <6 31 244>
 <6 32 111> <6 33 118> <6 34 224> <6 35 118> <6 36 229>
 <6 37 0> <6 38 229> <6 39 229> <6 40 88> <6 41 88>
 <6 42 224> <6 43 244> <6 44 118> <6 45 111> <6 46 244>
 <6 47 118> <6 48 244> <6 49 229> <6 50 244> <6 51 224>
 <6 52 88> <6 53 0> <6 54 244> <6 55 111> <6 56 224>
 <6 57 224> <6 58 63> <6 59 244> <6 60 118> <6 61 63>
 <7 0 216> <7 1 0> <7 2 216> <7 3 252> <7 4 223>
 <7 5 216> <7 6 223> <7 7 0> <7 8 460> <7 9 19>
 <7 10 216> <7 11 460> <7 12 216> <7 13 0> <7 14 252>
 <7 15 19> <7 16 252> <7 17 304> <7 18 19> <7 19 153>
 <7 20 0> <7 21 460> <7 22 19> <7 23 153> <7 24 19>
 <7 25 19> <7 26 223> <7 27 216> <7 28 0> <7 29 216>
 <7 30 19> <7 31 460> <7 32 153> <7 33 252> <7 34 0>
 <7 35 252> <7 36 19> <7 37 223> <7 38 19> <7 39 19>
 <7 40 304> <7 41 304> <7 42 0> <7 43 460> <7 44 252>
 <7 45 153> <7 46 460> <7 47 252> <7 48 460> <7 49 19>
 <7 50 460> <7 51 0> <7 52 304> <7 53 223> <7 54 460>
 <7 55 153> <7 56 0> <7 57 0> <7 58 216> <7 59 460>
 <7 60 252> <7 61 216> <8 0 267> <8 1 464> <8 2 267>
 <8 3 321> <8 4 248> <8 5 267> <8 6 248> <8 7 464>
 <8 8 0> <8 9 465> <8 10 267> <8 11 0> <8 12 267>
 <8 13 464> <8 14 321> <8 15 465> <8 16 321> <8 17 165>
 <8 18 465> <8 19 339> <8 20 464> <8 21 0> <8 22 465>
 <8 23 339> <8 24 465> <8 25 465> <8 26 248> <8 27 267>
 <8 28 464> <8 29 267> <8 30 465> <8 31 0> <8 32 339>
 <8 33 321> <8 34 464> <8 35 321> <8 36 465> <8 37 248>
 <8 38 465> <8 39 465> <8 40 165> <8 41 165> <8 42 464>
 <8 43 0> <8 44 321> <8 45 339> <8 46 0> <8 47 321>
 <8 48 0> <8 49 465> <8 50 0> <8 51 464> <8 52 165>
 <8 53 248> <8 54 0> <8 55 339> <8 56 464> <8 57 464>
 <8 58 267> <8 59 0> <8 60 321> <8 61 267> <9 0 213>
 <9 1 19> <9 2 213> <9 3 243> <9 4 231> <9 5 213>
 <9 6 231> <9 7 19> <9 8 465> <9 9 0> <9 10 213>
 <9 11 465> <9 12 213> <9 13 19> <9 14 243> <9 15 0>
 <9 16 243> <9 17 309> <9 18 0> <9 19 144> <9 20 19>
 <9 21 465> <9 22 0> <9 23 144> <9 24 0> <9 25 0>
 <9 26 231> <9 27 213> <9 28 19> <9 29 213> <9 30 0>
 <9 31 465> <9 32 144> <9 33 243> <9 34 19> <9 35 243>
 <9 36 0> <9 37 231> <9 38 0> <9 39 0> <9 40 309>
 <9 41 309> <9 42 19> <9 43 465> <9 44 243> <9 45 144>
 <9 46 465> <9 47 243> <9 48 465> <9 49 0> <9 50 465>
