L = {<1> <2> <3> <4> <5> };
K = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10> <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35>};
KN = { <11> <12> <13> <14> <15> <16> <17> <18> <19> <20> <21> <22> <23> <24> <25> <26> <27> <28> <29> <30> <31> <32> <33> <34> <35>};
KE = { <1> <2> <3> <4> <5> <6> <7> <8> <9> <10>};
PC = { <1 113> <2 1275> <3 1198> <4 1355> <5 921> <6 618> <7 788> <8 802> <9 240> <10 898> <11 1452> <12 530> <13 732> <14 387> <15 829> <16 1056> <17 526> <18 979> <19 531> <20 927> <21 426> <22 753> <23 425> <24 910> <25 639> <26 706> <27 437> <28 402> <29 838> <30 590> <31 591> <32 695> <33 589> <34 508> <35 732>};
TM = { <1 1500> <2 1500> <3 1500> <4 1500> <5 1500>};
TTR = { <0 0 0> <0 1 0> <0 2 63> <0 3 218>
 <0 4 265> <0 5 109> <0 6 218> <0 7 265> <0 8 218>
 <0 9 212> <0 10 109> <0 11 109> <0 12 85> <0 13 65>
 <0 14 212> <0 15 109> <0 16 212> <0 17 65> <0 18 85>
 <0 19 109> <0 20 218> <0 21 265> <0 22 212> <0 23 85>
 <0 24 212> <0 25 212> <0 26 65> <0 27 85> <0 28 109>
 <0 29 65> <0 30 218> <0 31 265> <0 32 85> <0 33 218>
 <0 34 65> <0 35 63> <0 36 218> <0 37 63> <0 38 212>
 <0 39 265> <0 40 65> <0 41 0> <0 42 218> <0 43 265>
 <0 44 63> <0 45 0> <0 46 109> <0 47 85> <0 48 265>
 <0 49 63> <0 50 109> <0 51 63> <0 52 265> <0 53 109>
 <0 54 265> <0 55 109> <0 56 0> <0 57 265> <0 58 0>
 <0 59 218> <0 60 63> <0 61 0> <0 62 218> <0 63 0>
 <0 64 212> <0 65 218> <0 66 0> <0 67 212> <0 68 0>
 <0 69 212> <0 70 63> <0 71 0> <1 0 0> <1 1 0>
 <1 2 63> <1 3 218> <1 4 265> <1 5 109> <1 6 218>
 <1 7 265> <1 8 218> <1 9 212> <1 10 109> <1 11 109>
 <1 12 85> <1 13 65> <1 14 212> <1 15 109> <1 16 212>
 <1 17 65> <1 18 85> <1 19 109> <1 20 218> <1 21 265>
 <1 22 212> <1 23 85> <1 24 212> <1 25 212> <1 26 65>
 <1 27 85> <1 28 109> <1 29 65> <1 30 218> <1 31 265>
 <1 32 85> <1 33 218> <1 34 65> <1 35 63> <1 36 218>
 <1 37 63> <1 38 212> <1 39 265> <1 40 65> <1 41 0>
 <1 42 218> <1 43 265> <1 44 63> <1 45 0> <1 46 109>
 <1 47 85> <1 48 265> <1 49 63> <1 50 109> <1 51 63>
 <1 52 265> <1 53 109> <1 54 265> <1 55 109> <1 56 0>
 <1 57 265> <1 58 0> <1 59 218> <1 60 63> <1 61 0>
 <1 62 218> <1 63 0> <1 64 212> <1 65 218> <1 66 0>
 <1 67 212> <1 68 0> <1 69 212> <1 70 63> <1 71 0>
 <2 0 62> <2 1 62> <2 2 0> <2 3 259> <2 4 320>
 <2 5 164> <2 6 259> <2 7 320> <2 8 259> <2 9 247>
 <2 10 164> <2 11 164> <2 12 114> <2 13 121> <2 14 247>
 <2 15 164> <2 16 247> <2 17 121> <2 18 114> <2 19 164>
 <2 20 259> <2 21 320> <2 22 247> <2 23 114> <2 24 247>
 <2 25 247> <2 26 121> <2 27 114> <2 28 164> <2 29 121>
 <2 30 259> <2 31 320> <2 32 114> <2 33 259> <2 34 121>
