1.0,1.0,2.0,847.0,0.0
2.0,3.0,4.0,148.0,0.0
3.0,5.0,6.0,1044.0,0.0
4.0,7.0,8.0,273.0,0.0
5.0,9.0,10.0,671.0,0.0
6.0,11.0,12.0,1053.0,0.0
7.0,13.0,14.0,205.0,0.0
8.0,15.0,16.0,422.0,0.0
9.0,17.0,18.0,1119.0,0.0
10.0,19.0,20.0,26.0,0.0
11.0,21.0,22.0,299.0,0.0
12.0,23.0,24.0,2075.0,0.0
13.0,25.0,26.0,882.0,0.0
14.0,27.0,28.0,40.0,0.0
15.0,29.0,30.0,1101.0,0.0
16.0,31.0,32.0,289.0,0.0
17.0,33.0,34.0,443.0,0.0
18.0,35.0,36.0,640.0,0.0
19.0,37.0,38.0,610.0,0.0
20.0,39.0,40.0,309.0,0.0
21.0,41.0,42.0,1141.0,0.0
22.0,43.0,44.0,773.0,0.0
23.0,45.0,46.0,1694.0,0.0
24.0,47.0,48.0,1492.0,0.0
25.0,49.0,50.0,861.0,0.0
26.0,51.0,52.0,636.0,95.4
27.0,53.0,54.0,596.0,89.4
28.0,55.0,56.0,714.0,107.1
29.0,57.0,58.0,1013.0,151.95
30.0,59.0,60.0,213.0,31.95
31.0,61.0,62.0,772.0,115.8
32.0,63.0,64.0,561.0,84.15
33.0,65.0,66.0,554.0,83.1
34.0,67.0,68.0,1493.0,223.95
35.0,69.0,70.0,703.0,105.45
36.0,71.0,72.0,1265.0,189.75
37.0,73.0,74.0,1334.0,200.1
38.0,75.0,76.0,262.0,39.3
39.0,77.0,78.0,1169.0,175.35
40.0,79.0,80.0,2018.0,302.7
41.0,81.0,82.0,1603.0,240.45
42.0,83.0,84.0,420.0,63.0
43.0,85.0,86.0,1551.0,232.65
44.0,87.0,88.0,629.0,94.35
45.0,89.0,90.0,1088.0,163.2
46.0,91.0,92.0,848.0,127.2
47.0,93.0,94.0,271.0,40.65
48.0,95.0,96.0,821.0,123.15
49.0,97.0,98.0,646.0,96.9
50.0,99.0,100.0,296.0,44.4
