1.0,1.0,2.0,354.0,0.0
2.0,3.0,4.0,493.0,0.0
3.0,5.0,6.0,654.0,0.0
4.0,7.0,8.0,689.0,0.0
5.0,9.0,10.0,1153.0,0.0
6.0,11.0,12.0,153.0,0.0
7.0,13.0,14.0,801.0,0.0
8.0,15.0,16.0,339.0,0.0
9.0,17.0,18.0,511.0,0.0
10.0,19.0,20.0,418.0,0.0
11.0,21.0,22.0,332.0,49.8
12.0,23.0,24.0,1120.0,168.0
13.0,25.0,26.0,357.0,53.55
14.0,27.0,28.0,446.0,66.9
15.0,29.0,30.0,212.0,31.8
16.0,31.0,32.0,355.0,53.25
17.0,33.0,34.0,241.0,36.15
18.0,35.0,36.0,284.0,42.6
19.0,37.0,38.0,239.0,35.85
20.0,39.0,40.0,665.0,99.75
21.0,41.0,42.0,153.0,22.95
22.0,43.0,44.0,576.0,86.4
23.0,45.0,46.0,522.0,78.3
24.0,47.0,48.0,129.0,19.35
25.0,49.0,50.0,346.0,51.9
26.0,51.0,52.0,409.0,61.35
27.0,53.0,54.0,233.0,34.95
28.0,55.0,56.0,391.0,58.65
29.0,57.0,58.0,629.0,94.35
30.0,59.0,60.0,197.0,29.55
