1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32,0.98,0.94,0.6,0.75,0.79,0.96,0.26,0.85,0.78,0.7,0.92,0.5,0.57,0.35,0.65,0.07,0.31,0.44,0.96
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,0.46,0.61,0.83,0.25,0.52,0.05,0.43,0.46,0.69,0.99,0.48,0.31,0.58,0.79,0.24,0.26,0.27,0.48,0.7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94,0.61,0.96,0.09,0.26,0.87,0.59,0.29,0.25,0.26,0.83,0.43,0.72,0.29,0.23,0.91,0.26,0.85,0.91,0.29
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.83,0.09,0.35,0.18,0.33,0.75,0.82,0.04,0.15,0.33,0.76,0.31,0.48,0.31,0.54,0.01,0.22,0.34,0.28
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.25,0.26,0.18,0.9,1.0,0.25,0.79,0.34,0.68,0.18,0.5,0.1,0.08,0.4,0.54,0.72,0.97,0.63,0.76
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79,0.52,0.87,0.33,1.0,0.06,0.5,0.3,0.97,0.2,0.48,0.83,0.21,0.29,0.12,0.36,0.39,0.65,0.01,0.6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.05,0.59,0.75,0.25,0.5,0.94,0.32,0.02,0.15,0.08,0.77,0.87,0.03,0.87,0.28,0.04,0.22,0.41,0.52
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26,0.43,0.29,0.82,0.79,0.3,0.32,0.75,0.96,0.29,0.55,0.83,0.56,0.92,0.2,0.44,0.1,0.38,0.22,0.34
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.46,0.25,0.04,0.34,0.97,0.02,0.96,0.23,0.83,0.69,0.15,0.91,0.64,0.04,0.66,0.12,0.63,0.74,0.08
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78,0.69,0.26,0.15,0.68,0.2,0.15,0.29,0.83,0.12,0.08,0.71,0.01,0.57,0.45,0.98,0.28,0.21,0.11,0.38
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.99,0.83,0.33,0.18,0.48,0.08,0.55,0.69,0.08,0.82,0.35,0.19,0.78,0.72,0.32,0.6,0.2,0.79,0.78
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92,0.48,0.43,0.76,0.5,0.83,0.77,0.83,0.15,0.71,0.35,0.18,0.81,0.05,0.45,0.54,0.46,0.89,0.41,0.47
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.31,0.72,0.31,0.1,0.21,0.87,0.56,0.91,0.01,0.19,0.81,0.49,0.88,0.45,0.38,0.66,0.28,0.44,0.59
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57,0.58,0.29,0.48,0.08,0.29,0.03,0.92,0.64,0.57,0.78,0.05,0.88,0.05,0.9,0.39,0.49,0.93,0.57,0.54
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,0.79,0.23,0.31,0.4,0.12,0.87,0.2,0.04,0.45,0.72,0.45,0.45,0.9,0.17,0.5,0.02,0.53,0.67,0.47
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,0.24,0.91,0.54,0.54,0.36,0.28,0.44,0.66,0.98,0.32,0.54,0.38,0.39,0.5,0.36,0.26,0.4,0.64,0.13
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07,0.26,0.26,0.01,0.72,0.39,0.04,0.1,0.12,0.28,0.6,0.46,0.66,0.49,0.02,0.26,0.82,0.03,0.88,0.22
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31,0.27,0.85,0.22,0.97,0.65,0.22,0.38,0.63,0.21,0.2,0.89,0.28,0.93,0.53,0.4,0.03,0.29,0.47,0.65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44,0.48,0.91,0.34,0.63,0.01,0.41,0.22,0.74,0.11,0.79,0.41,0.44,0.57,0.67,0.64,0.88,0.47,0.34,0.62
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.7,0.29,0.28,0.76,0.6,0.52,0.34,0.08,0.38,0.78,0.47,0.59,0.54,0.47,0.13,0.22,0.65,0.62,0.56
