1.0,1.0,2.0,282.0,0.0
2.0,3.0,4.0,313.0,0.0
3.0,5.0,6.0,390.0,0.0
4.0,7.0,8.0,865.0,0.0
5.0,9.0,10.0,788.0,0.0
6.0,11.0,12.0,136.0,0.0
7.0,13.0,14.0,816.0,0.0
8.0,15.0,16.0,368.0,0.0
9.0,17.0,18.0,917.0,0.0
10.0,19.0,20.0,579.0,0.0
11.0,21.0,22.0,231.0,34.65
12.0,23.0,24.0,1004.0,150.6
13.0,25.0,26.0,382.0,57.3
14.0,27.0,28.0,413.0,61.95
15.0,29.0,30.0,109.0,16.35
16.0,31.0,32.0,466.0,69.9
17.0,33.0,34.0,181.0,27.15
18.0,35.0,36.0,278.0,41.7
19.0,37.0,38.0,299.0,44.85
20.0,39.0,40.0,787.0,118.05
21.0,41.0,42.0,209.0,31.35
22.0,43.0,44.0,537.0,80.55
23.0,45.0,46.0,690.0,103.5
24.0,47.0,48.0,113.0,16.95
25.0,49.0,50.0,329.0,49.35
26.0,51.0,52.0,424.0,63.6
27.0,53.0,54.0,180.0,27.0
28.0,55.0,56.0,234.0,35.1
29.0,57.0,58.0,853.0,127.95
30.0,59.0,60.0,362.0,54.3
